Timestamp [ms],X [mm],Y [mm],Z [mm],Heading [degrees],Pitch [degrees],Roll [degrees],Speed,Steering angle [degrees],Filename,GPS quality,UTM zone,fitted x deg 1,fitted y deg 1,fitted z deg 1,gps_h deg 1,corrected IMU heading [degrees]
9456.178017,704050.7296698131,5638924.300497493,84800.0,3.0,-2.8125,7.1875,0.501960814,23.0,image140.jpg,5.0,30U,704050.6207097052,5638924.568677862,84759.28675228056,-79.47382140668577,-69.78933162227185
9519.436038,704050.7318539118,5638924.244911339,84800.0,4.9375,-3.0625,8.4375,0.4470588267,20.0,image141.jpg,5.0,30U,704050.6313320717,5638924.511510485,84755.83266840254,-78.5415821273071,-71.72683162227185
9588.9576,,,,5.875,-3.5625,9.5625,0.501960814,17.0,image142.jpg,,,704050.6441211794,5638924.448415662,84752.20453038173,-76.5318080751328,-72.66433162227185
9659.427028,704050.7582171495,5638924.171717912,84700.0,7.8125,-2.8125,9.8125,0.4941176474,13.0,image143.jpg,5.0,30U,704050.6612671424,5638924.376822516,84749.85549427419,-77.71678282233165,-74.60183162227185
9719.30458,704050.7611292813,5638924.097603044,84800.0,9.3125,-2.6875,9.5625,0.5176470876,6.0,image144.jpg,5.0,30U,704050.6739738721,5638924.318462066,84748.71788341962,-77.56931874608955,-76.10183162227185
9787.796923,,,,10.1875,-2.6875,9.8125,0.5333333611,4.0,image145.jpg,,,704050.6886832053,5638924.251730586,84747.26149429912,-76.59167839557347,-76.97683162227185
9857.077809,704050.7743109005,5638924.061006329,84800.0,9.875,-3.4375,9.0625,0.5333333611,2.0,image146.jpg,5.0,30U,704050.705571123,5638924.180888169,84745.89988702726,-77.1230082530173,-76.66433162227185
9919.693277,704050.788948586,5638923.987352181,84800.0,10.125,-3.0,9.25,0.5411764979,2.0,image147.jpg,5.0,30U,704050.7200415332,5638924.117590247,84744.47079690383,-77.00582175823189,-76.91433162227185
9991.251767,,,,10.375,-3.0625,10.5,0.4862745106,0.0,image148.jpg,,,704050.7369062888,5638924.044507086,84742.72547473613,-76.46208547442848,-77.16433162227185
10060.033798,704050.8284934453,5638923.87756204,84800.0,9.5,-2.8125,10.0625,0.5490196347,0.0,image149.jpg,5.0,30U,704050.7541992983,5638923.972685923,84741.14517631831,-76.99129597776141,-76.28933162227185
